gene	chromosome	gene_tss	gene_end
AC068305.3	CHR_HSCHR12_2_CTG2_1	59061233	59061233
LSS	CHR_HSCHR21_5_CTG2	46221883	46221883
AC068305.5	CHR_HSCHR12_2_CTG2_1	59063055	59063157
DLGAP2-AS1	CHR_HSCHR8_1_CTG1	1552054	1552054
AADACL2-AS1	CHR_HSCHR3_1_CTG2_1	151765669	151765669
GOLGA8IP	CHR_HSCHR15_3_CTG3	22620330	22620428
AC013759.1	CHR_HSCHR18_1_CTG1_1	50465102	50466010
MAPK4	CHR_HSCHR18_1_CTG1_1	50567310	50567991
ABCB10P1	CHR_HSCHR15_2_CTG3	23184646	23186826
SMN2	CHR_HSCHR5_1_CTG1_1	70070287	70099184
B3GNTL1	CHR_HSCHR17_1_CTG9	83050530	83050530
AC116165.6	CHR_HSCHR15_2_CTG3	23198268	23198473
AC116165.10	CHR_HSCHR15_2_CTG3	23219948	23220085
AC116165.13	CHR_HSCHR15_2_CTG3	23231168	23231168
GARRE1	CHR_HSCHR19_1_CTG3_1	34261710	34308123
TMEM50B	CHR_HSCHR21_4_CTG1_1	33448964	33489568
AC010614.1	CHR_HSCHR19_1_CTG3_1	34303913	34303913
DUSP8	CHR_HSCHR11_1_CTG6	1577630	1577630
GU182352.1	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	54815911	54830525
LINC02549	CHR_HSCHR6_1_CTG6	68342717	68342717
AC116165.5	CHR_HSCHR15_1_CTG3	23147890	23147890
KRTAP5-AS1	CHR_HSCHR11_1_CTG6	1577063	1604894
UTP4	CHR_HSCHR16_2_CTG3_1	69154422	69169025
AP006285.3	CHR_HSCHR11_1_CTG6	1586202	1591699
KCNIP4	CHR_HSCHR4_1_CTG4	21544656	21737314
KRTAP5-1	CHR_HSCHR11_1_CTG6	1590993	1590993
U1	KI270713.1	22024	22024
AC210756.1	CHR_HSCHR4_1_CTG4	21582138	21620924
KRTAP5-2	CHR_HSCHR11_1_CTG6	1604004	1604004
AC213203.2	KI270713.1	32528	32528
AC213203.1	KI270713.1	35407	35916
KRTAP5-3	CHR_HSCHR11_1_CTG6	1614173	1614173
AC096576.5	CHR_HSCHR4_1_CTG4	21664071	21664071
KRTAP5-4	CHR_HSCHR11_1_CTG6	1627848	1627848
AC096576.4	CHR_HSCHR4_1_CTG4	21704652	21726228
KRTAP5-5	CHR_HSCHR11_1_CTG6	1635485	1636417
AP006285.7	CHR_HSCHR11_1_CTG6	1669053	1669053
AC116165.8	CHR_HSCHR15_1_CTG3	23196959	23197164
FAM99A	CHR_HSCHR11_1_CTG6	1671307	1673566
AC116165.7	CHR_HSCHR15_1_CTG3	23229859	23229859
FAM99B	CHR_HSCHR11_1_CTG6	1691339	1691339
CNTNAP2	CHR_HSCHR7_3_CTG6	148217288	148419466
LINC02708	CHR_HSCHR11_1_CTG6	1694007	1694766
PAXBP1	CHR_HSCHR21_3_CTG1_1	32771668	32771858
RPS5P3	CHR_HSCHR21_4_CTG1_1	33491752	33491752
AC207981.3	CHR_HSCHR21_4_CTG1_1	33493815	33493815
DNAJC28	CHR_HSCHR21_4_CTG1_1	33501278	33501278
C21orf62-AS1	CHR_HSCHR21_3_CTG1_1	32772100	32798969
AC127518.4	CHR_HSCHR17_1_CTG9	82981265	82981921
METRNL	CHR_HSCHR17_1_CTG9	83077507	83097050
U3	CHR_HSCHR7_3_CTG6	148386174	148386384
AC083849.3	CHR_HSCHR7_3_CTG6	148475983	148475983
AC244635.3	CHR_HSCHR5_1_CTG1_1	70078088	70078088
GART	CHR_HSCHR21_4_CTG1_1	33520915	33521016
AC244635.2	CHR_HSCHR5_1_CTG1_1	70149120	70149120
AC083849.2	CHR_HSCHR7_3_CTG6	148444254	148444767
AC023491.2	KI270731.1	13001	13001
AP000280.3	CHR_HSCHR21_3_CTG1_1	32791504	32791504
AC244635.1	CHR_HSCHR5_1_CTG1_1	70153366	70153660
AC023491.1	KI270731.1	27138	27138
C21orf62	CHR_HSCHR21_3_CTG1_1	32813728	32813728
SERF1A	CHR_HSCHR5_1_CTG1_1	70244409	70262299
AC130310.2	CHR_HSCHR11_2_CTG1_1	1660576	1660576
AC233280.34	CHR_HSCHR3_8_CTG3	195651472	195651472
AC137894.1	CHR_HSCHR11_1_CTG8	528907	532261
AC233280.13	CHR_HSCHR3_8_CTG3	195657927	195657927
HRAS	CHR_HSCHR11_1_CTG8	533612	537287
GU182352.7	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	54832558	54842109
MUC20-OT1	CHR_HSCHR3_8_CTG3	195708183	195740223
GU182352.6	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	54843950	54858409
KRTAP5-6	CHR_HSCHR11_2_CTG1_1	1694414	1694974
IFITM10	CHR_HSCHR11_2_CTG1_1	1732648	1732648
GU182352.12	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	54860710	54875253
SNTB2	CHR_HSCHR16_2_CTG3_1	69187635	69187739
AC145212.1	GL000194.1	115018	115018
MAFIP	GL000194.1	115055	115055
SMN1	CHR_HSCHR5_1_CTG1_1	70268827	70296783
AC024940.6	CHR_HSCHR12_4_CTG2	31117479	31208427
AC233280.26	CHR_HSCHR3_7_CTG3	195651472	195651472
OR2T4	CHR_HSCHR1_ALT2_1_CTG32_1	248361581	248362627
AC233280.28	CHR_HSCHR3_7_CTG3	195657927	195657927
OR2T6	CHR_HSCHR1_ALT2_1_CTG32_1	248387949	248388875
OR2T1	CHR_HSCHR1_ALT2_1_CTG32_1	248408227	248409336
AC024940.9	CHR_HSCHR12_4_CTG2	31246713	31246958
AC024940.8	CHR_HSCHR12_4_CTG2	31254870	31254870
OR2T7	CHR_HSCHR1_ALT2_1_CTG32_1	248443651	248444577
MREGP1	CHR_HSCHR12_4_CTG2	31256718	31256718
OR2T2	CHR_HSCHR1_ALT2_1_CTG32_1	248455242	248456216
SINHCAF	CHR_HSCHR12_4_CTG2	31300794	31329331
OR2T3	CHR_HSCHR1_ALT2_1_CTG32_1	248475795	248476751
LRRC56	CHR_HSCHR11_1_CTG8	537527	554915
AC138089.3	CHR_HSCHR1_ALT2_1_CTG32_1	248487928	248487928
OR2T5	CHR_HSCHR1_ALT2_1_CTG32_1	248491033	248491980
OR2AS2P	CHR_HSCHR1_ALT2_1_CTG32_1	248500752	248501072
DECR2	CHR_HSCHR16_CTG2	401826	412487
LMNTD2	CHR_HSCHR11_1_CTG8	556438	560793
AC244260.2	CHR_HSCHR5_1_CTG1_1	70276602	70276602
NAIP	CHR_HSCHR5_1_CTG1_1	70330881	70368830
RPL4P5	CHR_HSCHR9_1_CTG1	7493132	7493132
AC024940.10	CHR_HSCHR12_4_CTG2	31313890	31314302
FLJ13224	CHR_HSCHR12_4_CTG2	31326589	31328102
SMDT1	CHR_HSCHR22_2_CTG1	42079691	42084284
NDUFA6	CHR_HSCHR22_2_CTG1	42090779	42090955
AC116351.3	CHR_HSCHR5_4_CTG1	997308	997308
AC116351.4	CHR_HSCHR5_4_CTG1	1005039	1006623
LMNTD2-AS1	CHR_HSCHR11_1_CTG8	557613	560121
NKD2	CHR_HSCHR5_4_CTG1	1008829	1038943
RASSF7	CHR_HSCHR11_1_CTG8	560418	564036
AL021878.9	CHR_HSCHR22_2_CTG1	42090028	42090028
NDUFA6-DT	CHR_HSCHR22_2_CTG1	42090931	42148836
NXN	CHR_HSCHR17_3_CTG2	979462	979770
TIMM22	CHR_HSCHR17_3_CTG2	997117	1003671
ABR	CHR_HSCHR17_3_CTG2	1101505	1116206
AL451142.1	CHR_HSCHR9_1_CTG4	88180669	88181409
AC215799.1	CHR_HSCHR9_1_CTG4	88190202	88190202
AL021878.11	CHR_HSCHR22_3_CTG1	42090028	42090028
OLA1P1	CHR_HSCHR22_2_CTG1	42108953	42108953
CYP2D6	CHR_HSCHR22_2_CTG1	42130888	42130888
YTHDC1	CHR_HSCHR4_1_CTG9	68350089	68350089
MIR210HG	CHR_HSCHR11_1_CTG8	568434	568471
SLC12A7	CHR_HSCHR5_4_CTG1	1111210	1111210
PHRF1	CHR_HSCHR11_1_CTG8	576501	612474
AC208814.1	CHR_HSCHR1_1_CTG11	30413531	30413531
AL161638.3	CHR_HSCHR1_1_CTG11	30416755	30416755
AL161638.4	CHR_HSCHR1_1_CTG11	30420942	30426225
AL023881.2	CHR_HSCHR16_CTG2	424543	424543
LINC01624	CHR_HSCHR6_1_CTG5	170272763	170279887
RAB11FIP3	CHR_HSCHR16_CTG2	425619	526533
AL078605.2	CHR_HSCHR6_1_CTG5	170276762	170276762
GTF2H2	CHR_HSCHR5_1_CTG1_1	70411316	70411404
DLL1	CHR_HSCHR6_1_CTG5	170290473	170306565
AC233280.30	CHR_HSCHR3_4_CTG3	195651472	195651472
AC233280.19	CHR_HSCHR3_4_CTG3	195657927	195657927
AC233280.32	CHR_HSCHR3_3_CTG3	195651472	195651472
AC233280.11	CHR_HSCHR3_3_CTG3	195657927	195657927
FAM120B	CHR_HSCHR6_1_CTG5	170290703	170416388
AC236040.4	CHR_HSCHR22_2_CTG1	42132528	42132983
AC236040.1	CHR_HSCHR22_2_CTG1	42143020	42143020
GU182360.3	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	54786437	54798259
AC208188.1	CHR_HSCHR16_CTG2	451401	453138
AC236040.3	CHR_HSCHR22_2_CTG1	42150238	42150238
LINC00235	CHR_HSCHR16_CTG2	530929	530929
CAPN15	CHR_HSCHR16_CTG2	531239	531551
MT2P1	CHR_HSCHR4_1_CTG9	68376327	68376509
TMPRSS11E	CHR_HSCHR4_1_CTG9	68447498	68497649
SDHAP2	CHR_HSCHR3_8_CTG3	195658096	195685904
MUC20	CHR_HSCHR3_8_CTG3	195726614	195741387
AL021878.3	CHR_HSCHR22_1_CTG1	42127775	42127775
CYP2D7	CHR_HSCHR22_1_CTG1	42132397	42132425
AC110772.3	CHR_HSCHR4_2_CTG12	187014215	187014215
BX247885.3	CHR_HSCHR22_3_CTG1	42139932	42139932
BX247885.4	CHR_HSCHR22_3_CTG1	42138063	42139731
UGT2B29P	CHR_HSCHR4_1_CTG9	68511653	68511653
UGT2B15	CHR_HSCHR4_1_CTG9	68553341	68553341
MUC4	CHR_HSCHR3_8_CTG3	195791872	195791872
AC019173.1	CHR_HSCHR4_1_CTG9	68595199	68595199
AC226496.4	CHR_HSCHR4_1_CTG9	68667002	68669858
PLCH2	CHR_HSCHR1_1_CTG3	2467459	2505530
AL078605.3	CHR_HSCHR6_1_CTG5	170298375	170298375
AC226496.2	CHR_HSCHR4_1_CTG9	68696372	68697104
AL008628.2	CHR_HSCHR6_1_CTG5	170423462	170428648
PSMB1	CHR_HSCHR6_1_CTG5	170544544	170544544
UGT2B10	CHR_HSCHR4_1_CTG9	68698370	68713573
AC226496.3	CHR_HSCHR4_1_CTG9	68716745	68716745
AC226496.7	CHR_HSCHR4_1_CTG9	68743987	68743987
KIF26B	CHR_HSCHR1_1_CTG32_1	245353678	245713153
CYP2D8P	CHR_HSCHR22_1_CTG1	42142850	42142850
AC226496.10	CHR_HSCHR4_1_CTG9	68762508	68762508
AC226496.1	CHR_HSCHR4_1_CTG9	68766817	68766817
AC226496.5	CHR_HSCHR4_1_CTG9	68783287	68783287
AC226496.9	CHR_HSCHR4_1_CTG9	68789360	68789360
TCF20	CHR_HSCHR22_1_CTG1	42203293	42203293
AC226496.6	CHR_HSCHR4_1_CTG9	68790411	68790411
AC226496.8	CHR_HSCHR4_1_CTG9	68807118	68807118
UGT2A3	CHR_HSCHR4_1_CTG9	68834168	68834168
AL139246.11	CHR_HSCHR1_1_CTG3	2493258	2493258
AL139246.12	CHR_HSCHR1_1_CTG3	2494479	2494479
PANK4	CHR_HSCHR1_1_CTG3	2526600	2526600
AC021146.16	CHR_HSCHR4_1_CTG9	68858370	68858370
AC021146.13	CHR_HSCHR4_1_CTG9	68870910	68870910
AC021146.14	CHR_HSCHR4_1_CTG9	68880086	68880086
UGT2B27P	CHR_HSCHR4_1_CTG9	68892380	68892380
VSTM1	CHR_HSCHR19LRC_LRC_S_CTG3_1	54063953	54063953
LINC00824	CHR_HSCHR8_1_CTG7	128561126	128564679
AC068570.1	CHR_HSCHR8_1_CTG7	128924280	128924280
AL592183.1	GL000219.1	83311	83311
HES5	CHR_HSCHR1_1_CTG3	2530245	2530245
AC093789.2	CHR_HSCHR4_5_CTG12	188350024	188350024
ICE2P1	CHR_HSCHR4_5_CTG12	188389666	188389666
LINC01060	CHR_HSCHR4_5_CTG12	188400736	188543559
AL139246.13	CHR_HSCHR1_1_CTG3	2546465	2547460
TNFRSF14-AS1	CHR_HSCHR1_1_CTG3	2552106	2557031
AC233280.33	CHR_HSCHR3_5_CTG3	195639990	195640460
AC233280.14	CHR_HSCHR3_5_CTG3	195651472	195651472
AC107622.1	CHR_HSCHR3_3_CTG1	20347019	20355479
AC233280.8	CHR_HSCHR3_5_CTG3	195657927	195657927
TNFRSF14	CHR_HSCHR1_1_CTG3	2555639	2565622
TARM1	CHR_HSCHR19LRC_LRC_S_CTG3_1	54081380	54081380
IRF7	CHR_HSCHR11_1_CTG8	615878	616257
OSCAR	CHR_HSCHR19LRC_LRC_S_CTG3_1	54102740	54102740
AC244260.1	CHR_HSCHR5_1_CTG1_1	70449761	70449761
AC243922.3	CHR_HSCHR5_1_CTG1_1	70556133	70556133
NDUFA3	CHR_HSCHR19LRC_LRC_S_CTG3_1	54102906	54107026
AC243922.2	CHR_HSCHR5_1_CTG1_1	70529103	70529103
AC243922.1	CHR_HSCHR5_1_CTG1_1	70549533	70549533
LINC02197	CHR_HSCHR5_1_CTG1_1	70771675	70771675
TFPT	CHR_HSCHR19LRC_LRC_S_CTG3_1	54115801	54115801
AC044810.7	CHR_HSCHR11_1_CTG5	7783697	7784407
PTPRN2	CHR_HSCHR7_1_CTG7	158424386	158424386
AC245931.2	CHR_HSCHR5_1_CTG1_1	70700212	70700212
OR5P2	CHR_HSCHR11_1_CTG5	7796973	7796973
PMCHL2	CHR_HSCHR5_1_CTG1_1	70701100	70711308
AC012314.11	CHR_HSCHR19LRC_LRC_S_CTG3_1	54115536	54131896
OR5P3	CHR_HSCHR11_1_CTG5	7825972	7825972
OR5E1P	CHR_HSCHR11_1_CTG5	7859351	7860277
AC245931.1	CHR_HSCHR5_1_CTG1_1	70770949	70771902
AC044810.2	CHR_HSCHR11_1_CTG5	7916588	7916588
BDP1	CHR_HSCHR5_1_CTG1_1	70780935	70893131
OR10A6	CHR_HSCHR11_1_CTG5	7939295	7939295
OR10A3	CHR_HSCHR11_1_CTG5	7950227	7950227
NLRP10	CHR_HSCHR11_1_CTG5	7974290	7976059
AC108866.1	CHR_HSCHR4_4_CTG12	120165490	120165892
CNOT3	CHR_HSCHR19LRC_LRC_S_CTG3_1	54138182	54156191
CDHR5	CHR_HSCHR11_1_CTG8	626336	626336
AC217785.2	CHR_HSCHR1_2_CTG31	155213671	155213671
AC217785.1	CHR_HSCHR1_2_CTG31	155225758	155229107
AC217785.4	CHR_HSCHR1_2_CTG31	155234285	155234285
MTX1P1	CHR_HSCHR1_2_CTG31	155246379	155249729
LENG1	CHR_HSCHR19LRC_LRC_S_CTG3_1	54160192	54160192
GBA	CHR_HSCHR1_2_CTG31	155256638	155260266
TMC4	CHR_HSCHR19LRC_LRC_S_CTG3_1	54173691	54173691
AL139246.9	CHR_HSCHR1_1_CTG3	2566410	2569888
AL139246.14	CHR_HSCHR1_1_CTG3	2581560	2584534
PRXL2B	CHR_HSCHR1_1_CTG3	2586491	2591469
AL513210.3	CHR_HSCHR6_1_CTG3	168820423	168820656
MBOAT7	CHR_HSCHR19LRC_LRC_S_CTG3_1	54190480	54190480
TSEN34	CHR_HSCHR19LRC_LRC_S_CTG3_1	54190866	54195141
TMEM179	CHR_HSCHR14_2_CTG1	104611903	104612791
RPS9	CHR_HSCHR19LRC_LRC_S_CTG3_1	54201473	54208260
MCCC2	CHR_HSCHR5_1_CTG1_1	70912599	70929779
AC093830.1	CHR_HSCHR4_1_CTG12	155866273	155866273
C14orf180	CHR_HSCHR14_2_CTG1	104586828	104597659
NOP56P1	CHR_HSCHR6_MHC_MANN_CTG1	28783994	28783994
BX908720.1	CHR_HSCHR6_MHC_MANN_CTG1	28838975	28838975
TDO2	CHR_HSCHR4_1_CTG12	155854738	155920406
LINC01623	CHR_HSCHR6_MHC_MANN_CTG1	28863315	28863315
RPL13P	CHR_HSCHR6_MHC_MANN_CTG1	28861381	28862012
TRIM27	CHR_HSCHR6_MHC_MANN_CTG1	28923955	28923955
LINC01556	CHR_HSCHR6_MHC_MANN_CTG1	28943846	28944506
BX927359.3	CHR_HSCHR14_2_CTG1	104596991	104596991
KRT18P1	CHR_HSCHR6_MHC_MANN_CTG1	28970429	28970429
HCG15	CHR_HSCHR6_MHC_MANN_CTG1	28986169	28987450
MMEL1	CHR_HSCHR1_1_CTG3	2592678	2632987
BX927167.6	CHR_HSCHR6_MHC_MANN_CTG1	28986766	28988502
ZNF311	CHR_HSCHR6_MHC_MANN_CTG1	29005225	29005281
AC012314.12	CHR_HSCHR19LRC_COX1_CTG3_1	54115536	54131896
SCT	CHR_HSCHR11_1_CTG8	627401	627401
DRD4	CHR_HSCHR11_1_CTG8	637525	640936
CTSO	CHR_HSCHR4_1_CTG12	155953911	155953911
OR2AD1P	CHR_HSCHR6_MHC_MANN_CTG1	29027572	29027572
DEAF1	CHR_HSCHR11_1_CTG8	677067	677067
OR2W1	CHR_HSCHR6_MHC_MANN_CTG1	29045205	29045205
CR547123.3	CHR_HSCHR6_MHC_MANN_CTG1	29063961	29076488
OR2P1P	CHR_HSCHR6_MHC_MANN_CTG1	29072563	29072563
AC022882.6	CHR_HG142_HG150_NOVEL_TEST	56205625	56205625
SAR1AP1	CHR_HSCHR6_MHC_MANN_CTG1	29077132	29077132
OR8J2	CHR_HG142_HG150_NOVEL_TEST	56211820	56211820
OR2B3	CHR_HSCHR6_MHC_MANN_CTG1	29087278	29087278
OR5T2	CHR_HG142_HG150_NOVEL_TEST	56233185	56233185
OR2J1	CHR_HSCHR6_MHC_MANN_CTG1	29100915	29101853
OR2J3	CHR_HSCHR6_MHC_MANN_CTG1	29111857	29112792
OR5T3	CHR_HG142_HG150_NOVEL_TEST	56252200	56253222
OR5T1	CHR_HG142_HG150_NOVEL_TEST	56275639	56276619
BX927132.3	CHR_HSCHR6_MHC_MANN_CTG1	29124176	29128873
AC138374.2	CHR_HSCHR11_1_CTG8	668204	680202
FAM189B	CHR_HSCHR1_2_CTG31	155270364	155270887
BX927132.1	CHR_HSCHR6_MHC_MANN_CTG1	29138777	29138777
OR8H1	CHR_HG142_HG150_NOVEL_TEST	56291090	56291090
OR2J2	CHR_HSCHR6_MHC_MANN_CTG1	29173273	29174544
OR8I1P	CHR_HG142_HG150_NOVEL_TEST	56297471	56297471
OR2J4P	CHR_HSCHR6_MHC_MANN_CTG1	29181492	29182427
OR8K3	CHR_HG142_HG150_NOVEL_TEST	56318307	56319245
BX908738.4	CHR_HSCHR6_MHC_MANN_CTG1	29215243	29216186
FAM8A2P	CHR_HG142_HG150_NOVEL_TEST	56332488	56332488
OR8K2P	CHR_HG142_HG150_NOVEL_TEST	56335142	56336068
BX908738.1	CHR_HSCHR6_MHC_MANN_CTG1	29223980	29267066
OR8K1	CHR_HG142_HG150_NOVEL_TEST	56346039	56346998
OR2G1P	CHR_HSCHR6_MHC_MANN_CTG1	29230164	29230164
RPL5P29	CHR_HG142_HG150_NOVEL_TEST	56357328	56358221
OR2U1P	CHR_HSCHR6_MHC_MANN_CTG1	29264060	29264060
OR2U2P	CHR_HSCHR6_MHC_MANN_CTG1	29269402	29269402
OR8J1	CHR_HG142_HG150_NOVEL_TEST	56360215	56361288
BX908738.2	CHR_HSCHR6_MHC_MANN_CTG1	29290710	29291652
OR14J1	CHR_HSCHR6_MHC_MANN_CTG1	29306699	29307664
OR8U8	CHR_HG142_HG150_NOVEL_TEST	56375625	56376584
OR8U9	CHR_HG142_HG150_NOVEL_TEST	56383230	56384159
DDX6P1	CHR_HSCHR6_MHC_MANN_CTG1	29331071	29331071
AC093724.1	CHR_HSCHR2_3_CTG7_2	131722418	131768326
OR8L1P	CHR_HG142_HG150_NOVEL_TEST	56389241	56390195
OR5V1	CHR_HSCHR6_MHC_MANN_CTG1	29431509	29431509
OR12D3	CHR_HSCHR6_MHC_MANN_CTG1	29449634	29449634
OR12D2	CHR_HSCHR6_MHC_MANN_CTG1	29396107	29397175
OR12D1	CHR_HSCHR6_MHC_MANN_CTG1	29416825	29417771
OR11A1	CHR_HSCHR6_MHC_MANN_CTG1	29428009	29456602
TOMM40P4	CHR_HSCHR2_3_CTG7_2	131724279	131724279
CDRT15P3	CHR_HSCHR2_3_CTG7_2	131802689	131802689
OR10C1	CHR_HSCHR6_MHC_MANN_CTG1	29438848	29440519
OR2H1	CHR_HSCHR6_MHC_MANN_CTG1	29456719	29463860
AL353644.1	KI270733.1	122136	122225
RNA5-8SN4	KI270733.1	128877	129029
AL353644.2	KI270733.1	167218	167307
FAM66B	CHR_HSCHR8_3_CTG1	7348494	7348494
UBDP1	CHR_HSCHR6_MHC_MANN_CTG1	29469338	29469338
AF252830.2	CHR_HSCHR8_3_CTG1	7332922	7334514
MAS1LP1	CHR_HSCHR6_MHC_MANN_CTG1	29475603	29475603
AL844539.2	CHR_HSCHR6_MHC_QBL_CTG1	28838994	28838994
AF252830.4	CHR_HSCHR8_3_CTG1	7334978	7336158
MAS1L	CHR_HSCHR6_MHC_MANN_CTG1	29487434	29487434
ZNF705G	CHR_HSCHR8_3_CTG1	7377169	7377169
AC012314.7	CHR_HSCHR19LRC_COX2_CTG3_1	54115536	54131896
RPS17P1	CHR_HSCHR6_MHC_MANN_CTG1	29489209	29489209
ZNF90P2	CHR_HSCHR6_MHC_QBL_CTG1	28889895	28889895
HCG14	CHR_HSCHR6_MHC_QBL_CTG1	28896519	28897311
LINC02829	CHR_HSCHR6_MHC_MANN_CTG1	29497042	29510088
LINC01015	CHR_HSCHR6_MHC_MANN_CTG1	29528958	29533106
AC093627.11	CHR_HSCHR7_2_CTG1	37767	37822
DEFB108C	CHR_HSCHR8_3_CTG1	7364723	7369092
AC093627.15	CHR_HSCHR7_2_CTG1	39354	39799
GPR53P	CHR_HSCHR6_MHC_MANN_CTG1	29538325	29538325
AC093627.19	CHR_HSCHR7_2_CTG1	98004	98004
DEFB4B	CHR_HSCHR8_3_CTG1	7408809	7408809
OR2I1P	CHR_HSCHR6_MHC_MANN_CTG1	29552784	29553731
AC093627.17	CHR_HSCHR7_2_CTG1	79359	82739
AC093627.20	CHR_HSCHR7_2_CTG1	151683	151787
GABBR1	CHR_HSCHR6_MHC_MANN_CTG1	29632716	29632716
AC011476.12	CHR_HSCHR19LRC_LRC_S_CTG3_1	54913845	54920784
HSPD1P3	CHR_HSCHR8_3_CTG1	7410936	7412491
DEFB103B	CHR_HSCHR8_3_CTG1	7422292	7422292
AC093627.16	CHR_HSCHR7_2_CTG1	151918	157786
AC012314.13	CHR_HSCHR19LRC_PGF1_CTG3_1	54115536	54131896
MMEL1-AS1	CHR_HSCHR1_1_CTG3	2632565	2636215
SPAG11B	CHR_HSCHR8_3_CTG1	7454842	7455657
TTC34	CHR_HSCHR1_1_CTG3	2639307	2801699
AC093627.21	CHR_HSCHR7_2_CTG1	167293	167293
AC093627.14	CHR_HSCHR7_2_CTG1	177241	178334
AC093627.18	CHR_HSCHR7_2_CTG1	196501	196501
FAM20C	CHR_HSCHR7_2_CTG1	195290	199896
CR854858.2	CHR_HSCHR1_2_CTG3	13079295	13079295
SCAMP3	CHR_HSCHR1_2_CTG31	155274319	155277834
PRAMEF22	CHR_HSCHR1_2_CTG3	13093633	13098515
CR854858.4	CHR_HSCHR1_2_CTG3	13118626	13118626
CR854858.3	CHR_HSCHR1_2_CTG3	13126314	13126314
HNRNPCL2	CHR_HSCHR1_2_CTG3	13137509	13137509
NLRP7	CHR_HSCHR19LRC_LRC_S_CTG3_1	54955210	54955210
CR854858.5	CHR_HSCHR1_2_CTG3	13149474	13152272
PRAMEF25	CHR_HSCHR1_2_CTG3	13176668	13178799
RPSAP2	CHR_HSCHR6_MHC_SSTO_CTG1	28732818	28733705
BX119924.4	CHR_HSCHR6_MHC_SSTO_CTG1	28839719	28839719
HNRNPCL4	CHR_HSCHR1_2_CTG3	13186628	13186628
AL929561.9	CHR_HSCHR6_MHC_QBL_CTG1	28986785	28988521
PRAMEF9	CHR_HSCHR1_2_CTG3	13191011	13198026
DEFB104B	CHR_HSCHR8_3_CTG1	7467065	7467065
DEFB106B	CHR_HSCHR8_3_CTG1	7478378	7478378
CR854858.1	CHR_HSCHR1_2_CTG3	13218160	13218160
PRAMEF18	CHR_HSCHR1_2_CTG3	13244686	13244686
NLRP2	CHR_HSCHR19LRC_LRC_S_CTG3_1	54972989	55008845
CR936879.3	CHR_HSCHR6_MHC_MCF_CTG1	28839011	28839011
DEFB105B	CHR_HSCHR8_3_CTG1	7479647	7481569
AC244216.2	CHR_HSCHR1_2_CTG3	13264443	13267241
PRAMEF5	CHR_HSCHR1_2_CTG3	13272778	13282015
AL929561.10	CHR_HSCHR6_MHC_QBL_CTG1	29063984	29076511
CLK2	CHR_HSCHR1_2_CTG31	155288691	155293895
DEFB107B	CHR_HSCHR8_3_CTG1	7487822	7501287
AL929561.2	CHR_HSCHR6_MHC_QBL_CTG1	29124201	29128899
AL929561.5	CHR_HSCHR6_MHC_QBL_CTG1	29138804	29138804
GP6	CHR_HSCHR19LRC_LRC_S_CTG3_1	55045969	55045969
PRR23D1	CHR_HSCHR8_3_CTG1	7531604	7534426
AC244216.3	CHR_HSCHR1_2_CTG3	13294207	13294207
AL935156.3	CHR_HSCHR6_MHC_QBL_CTG1	29215267	29216210
PRAMEF8	CHR_HSCHR1_2_CTG3	13303717	13303717
FAM90A6P	CHR_HSCHR8_3_CTG1	7544038	7544038
FAM90A7P	CHR_HSCHR8_3_CTG1	7551688	7551688
FAM90A21P	CHR_HSCHR8_3_CTG1	7559336	7559336
FAM90A22P	CHR_HSCHR8_3_CTG1	7566982	7566982
PRAMEF33	CHR_HSCHR1_2_CTG3	13322112	13327566
FAM90A23P	CHR_HSCHR8_3_CTG1	7574629	7574629
OR7E157P	CHR_HSCHR8_3_CTG1	7583982	7584892
AC134684.4	CHR_HSCHR8_3_CTG1	7592980	7593243
RDH13	CHR_HSCHR19LRC_LRC_S_CTG3_1	55070922	55070922
CR933783.3	CHR_HSCHR6_MHC_MCF_CTG1	29064147	29076673
BX248109.4	CHR_HSCHR6_MHC_SSTO_CTG1	28987721	28989460
CR759834.2	CHR_HSCHR6_MHC_MCF_CTG1	29138959	29138959
GPX6	CHR_HSCHR6_MHC_COX_CTG1	28515743	28515743
GPX5	CHR_HSCHR6_MHC_COX_CTG1	28526012	28534951
CR759834.3	CHR_HSCHR6_MHC_MCF_CTG1	29215392	29216335
CR933842.1	CHR_HSCHR6_MHC_MCF_CTG1	29290867	29291809
BX248413.4	CHR_HSCHR6_MHC_SSTO_CTG1	29064823	29077352
LILRA3	CHR_HSCHR19LRC_COX2_CTG3_1	54300664	54306352
ZBED9	CHR_HSCHR6_MHC_COX_CTG1	28587330	28587330
BX248093.3	CHR_HSCHR6_MHC_SSTO_CTG1	29125038	29129735
AL645937.1	CHR_HSCHR6_MHC_SSTO_CTG1	29139640	29139640
SLC43A2	CHR_HSCHR17_1_CTG2	1628836	1628886
AL645937.3	CHR_HSCHR6_MHC_SSTO_CTG1	29216117	29217054
DTX2	CHR_HSCHR7_2_CTG4_4	76501267	76505995
BX248084.2	CHR_HSCHR6_MHC_SSTO_CTG1	29224848	29267951
AL671879.2	CHR_HSCHR6_MHC_COX_CTG1	28587373	28591739
